test_suite,test_name,test_root,matrix_identity,source_artifact,classes,controller_a,controller_b,dro_any_homotopy_geometrically_feasible,dro_artifact,dro_average_conservatism_m,dro_backend,dro_backup_available,dro_backup_dro_failed,dro_backup_removal_budget_exceeded,dro_braking_collision_feasible,dro_certified_decisions,dro_collision,dro_completed_path,dro_control_effort,dro_controller_seed,dro_error,dro_executed_steps,dro_failure_class,dro_fallback_sampled_collision_feasible,dro_last_qp_converged,dro_margin_count,dro_margin_sum_m,dro_max_conservatism_m,dro_missed_mode_rollout,dro_missed_obstacle_decisions,dro_mode_checks,dro_plant_seed,dro_safe_completion,dro_sh_decisions,dro_solve_count,dro_solve_max_ms,dro_solve_mean_ms,dro_solve_total_ms,dro_solver_identity,dro_sqp_sampled_collision_feasible,dro_status,dro_termination_reason,environment,modes_per_class,nondro_any_homotopy_geometrically_feasible,nondro_artifact,nondro_average_conservatism_m,nondro_backend,nondro_backup_available,nondro_backup_dro_failed,nondro_backup_removal_budget_exceeded,nondro_braking_collision_feasible,nondro_certified_decisions,nondro_collision,nondro_collision_dro_collision_free_incomplete,nondro_completed_path,nondro_control_effort,nondro_controller_seed,nondro_error,nondro_executed_steps,nondro_failure_class,nondro_fallback_sampled_collision_feasible,nondro_last_qp_converged,nondro_margin_count,nondro_margin_sum_m,nondro_max_conservatism_m,nondro_missed_mode_rollout,nondro_missed_obstacle_decisions,nondro_mode_checks,nondro_plant_seed,nondro_safe_completion,nondro_sh_decisions,nondro_solve_count,nondro_solve_max_ms,nondro_solve_mean_ms,nondro_solve_total_ms,nondro_solver_identity,nondro_sqp_sampled_collision_feasible,nondro_status,nondro_termination_reason,obstacles,pair,paired_nominal_prefix_equal,paired_obstacle_prefix_equal,profile,reverse_match,scenario_budget,seed,status,target_match
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc,sh_mpcc_dro,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.323998,19.207742333333332,57.623227,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,25.139767,19.99294533333333,59.978836,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc,sh_mpcc_extra,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_extra/repeat_0,1.8173612915879092,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.99705942189191,81752046,,3,not_applicable,-1,-1,4,7.269445166351637,1.550488465165201,0,0,3,48196808,False,3,3,28.209423,21.95389966666667,65.861699,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,25.139767,19.99294533333333,59.978836,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc,sh_mpcc_resample,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_resample/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,20.624298,18.12112533333333,54.363376,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,25.139767,19.99294533333333,59.978836,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc,sh_mpcc_dro_fallback,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro_fallback/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.615855999999997,20.524574666666666,61.573724,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,25.139767,19.99294533333333,59.978836,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc_dro,sh_mpcc_extra,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_extra/repeat_0,1.8173612915879092,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.99705942189191,81752046,,3,not_applicable,-1,-1,4,7.269445166351637,1.550488465165201,0,0,3,48196808,False,3,3,28.209423,21.95389966666667,65.861699,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.323998,19.207742333333332,57.623227,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc_dro,sh_mpcc_resample,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_resample/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,20.624298,18.12112533333333,54.363376,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.323998,19.207742333333332,57.623227,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc_dro,sh_mpcc_dro_fallback,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro_fallback/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.615855999999997,20.524574666666666,61.573724,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.323998,19.207742333333332,57.623227,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc_extra,sh_mpcc_resample,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_resample/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,20.624298,18.12112533333333,54.363376,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_extra/repeat_0,1.8173612915879092,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.99705942189191,81752046,,3,not_applicable,-1,-1,4,7.269445166351637,1.550488465165201,0,0,3,48196808,False,3,3,28.209423,21.95389966666667,65.861699,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc_extra,sh_mpcc_dro_fallback,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro_fallback/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.615855999999997,20.524574666666666,61.573724,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_extra/repeat_0,1.8173612915879092,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.99705942189191,81752046,,3,not_applicable,-1,-1,4,7.269445166351637,1.550488465165201,0,0,3,48196808,False,3,3,28.209423,21.95389966666667,65.861699,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
sample_efficiency,concentration-smoke,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke,77fedeb464320f1c31023e1c91faa0f70f67d43348e258d4e36e08d7c03c0529,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/all_comparisons.csv,1,sh_mpcc_resample,sh_mpcc_dro_fallback,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_dro_fallback/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,24.615855999999997,20.524574666666666,61.573724,acados-hpipm@676c1b879,-1,OK,step_limit,straight,3,-1,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-concentration/concentration-smoke/straight_o1_c1_m3_boost_0_s20/seed_77/sh_mpcc_resample/repeat_0,1.817361291727456,acados_hpipm_dense_qp,-1,-1,-1,-1,0,0,False,0,26.997058771754155,81752046,,3,not_applicable,-1,-1,4,7.269445166909824,1.5504884658369942,0,0,3,48196808,False,3,3,20.624298,18.12112533333333,54.363376,acados-hpipm@676c1b879,-1,OK,step_limit,1,straight_o1_c1_m3_boost_0_s20,True,True,boost_0,False,20,77,OK,False
