test_suite,test_name,test_root,matrix_identity,source_artifact,attempted_rollouts,average_conservatism_m,case,classes,collision_rate,completed_rollouts,compute_max_ms,compute_mean_ms,environment,error,errors,expected_rollouts,failure_any_homotopy_geometrically_feasible_false_rollouts,failure_any_homotopy_geometrically_feasible_true_rollouts,failure_any_homotopy_geometrically_feasible_unknown_rollouts,failure_backup_available_false_rollouts,failure_backup_available_true_rollouts,failure_backup_available_unknown_rollouts,failure_backup_dro_failed_false_rollouts,failure_backup_dro_failed_true_rollouts,failure_backup_dro_failed_unknown_rollouts,failure_backup_removal_budget_exceeded_false_rollouts,failure_backup_removal_budget_exceeded_true_rollouts,failure_backup_removal_budget_exceeded_unknown_rollouts,failure_braking_collision_feasible_false_rollouts,failure_braking_collision_feasible_true_rollouts,failure_braking_collision_feasible_unknown_rollouts,failure_fallback_sampled_collision_feasible_false_rollouts,failure_fallback_sampled_collision_feasible_true_rollouts,failure_fallback_sampled_collision_feasible_unknown_rollouts,failure_last_qp_converged_false_rollouts,failure_last_qp_converged_true_rollouts,failure_last_qp_converged_unknown_rollouts,failure_other_rejection_rollouts,failure_sampled_collision_rollouts,failure_solver_nonconvergence_and_sampled_collision_rollouts,failure_solver_nonconvergence_rollouts,failure_sqp_sampled_collision_feasible_false_rollouts,failure_sqp_sampled_collision_feasible_true_rollouts,failure_sqp_sampled_collision_feasible_unknown_rollouts,failure_unknown_rollouts,max_conservatism_m,mean_control_effort,measured_rollouts,missed_mode_rate,missed_mode_rollouts,modes_per_class,no_admissible_control_rollouts,obstacles,pending_rollouts,seed,sh_certification_rate,sh_decisions,solver_style,status
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,9.336188632504387,hybrid_fixed_radius_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,95.867925,29.90307123255814,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007957547103550677,112.91540844950119,1,1.0,1,3,0,2,0,77,0.9302325581395349,301,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,8.152335849833221,hybrid_fixed_radius_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,140.475849,36.747603770780856,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006361747743625634,298.21524418177756,1,1.0,1,3,0,2,0,78,0.8085642317380353,397,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.2784046432882117,hybrid_fixed_radius_shift_and_boost_straight_o2_c2_m3,2,0.0,1,202.960806,39.920158835365854,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007681794501473993,190.63786478626253,1,1.0,1,3,0,2,0,77,0.7621951219512195,164,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.6392098492536156,hybrid_fixed_radius_shift_and_boost_straight_o2_c2_m3,2,0.0,1,130.222194,39.2619195751634,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007260897122536858,106.50745289541125,1,1.0,1,3,0,2,0,78,0.6993464052287581,153,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.657053449159772,hybrid_fixed_radius_standard_roundabout_o2_c2_m3,2,0.0,1,118.332172,34.41654932871972,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007997122091316533,132.0532217186832,1,1.0,1,3,0,2,0,77,0.8823529411764706,289,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.111585235997396,hybrid_fixed_radius_standard_roundabout_o2_c2_m3,2,0.0,1,135.41302299999998,36.591859126623376,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006943442506025854,299.9618656269736,1,1.0,1,3,0,2,0,78,0.8311688311688312,308,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.4307896441813845,hybrid_fixed_radius_standard_straight_o2_c2_m3,2,0.0,1,128.172867,35.19468118181818,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006721934330881085,116.61435589234053,1,1.0,1,3,0,2,0,77,0.8181818181818182,154,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.463062802603467,hybrid_fixed_radius_standard_straight_o2_c2_m3,2,0.0,1,204.262103,42.05556956603773,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006459307564017802,107.46138394300074,1,1.0,1,3,0,2,0,78,0.6981132075471698,159,hybrid_fixed_radius,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,9.350998411344627,hybrid_zero_one_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,142.102428,31.299707176079732,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006960514932647821,209.8776145732986,1,0.0,0,3,0,2,0,77,0.9269102990033222,301,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,5.531524301091586,hybrid_zero_one_shift_and_boost_roundabout_o2_c2_m3,2,0.0,0,154.42446700000002,40.296002448888885,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006389398068010754,251.80968169180218,1,0.0,0,3,0,2,0,78,0.7733333333333333,450,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.3975960421564735,hybrid_zero_one_shift_and_boost_straight_o2_c2_m3,2,0.0,1,215.25497800000002,39.53247498089172,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732551851047325,192.18914722043547,1,1.0,1,3,0,2,0,77,0.7579617834394905,157,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.653225033858103,hybrid_zero_one_shift_and_boost_straight_o2_c2_m3,2,0.0,1,112.07651100000001,36.92282417880795,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006654320782032097,55.18584546973708,1,1.0,1,3,0,2,0,78,0.7483443708609272,151,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.663141593850893,hybrid_zero_one_standard_roundabout_o2_c2_m3,2,0.0,1,106.29834000000001,33.20817144947735,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008029219126745701,96.29467081035511,1,0.0,0,3,0,2,0,77,0.89198606271777,287,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,7.157537940771203,hybrid_zero_one_standard_roundabout_o2_c2_m3,2,0.0,1,103.329341,34.69159329738562,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006395937559795839,144.89143028082532,1,0.0,0,3,0,2,0,78,0.8562091503267973,306,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.2744012307970896,hybrid_zero_one_standard_straight_o2_c2_m3,2,0.0,1,129.417159,38.06318161490683,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007372623532000744,191.9590570900874,1,1.0,1,3,0,2,0,77,0.7763975155279503,161,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.4692689462606863,hybrid_zero_one_standard_straight_o2_c2_m3,2,0.0,1,231.75728900000001,42.056509572327045,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006959586607450552,168.54819293662516,1,1.0,1,3,0,2,0,78,0.7421383647798742,159,hybrid_zero_one,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,9.352972204683455,sh_mpcc_dro_fallback_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,96.024324,29.753729908163265,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0074507774295018425,99.07911946848147,1,1.0,1,3,0,2,0,77,0.9387755102040817,294,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,5.5463618188103325,sh_mpcc_dro_fallback_shift_and_boost_roundabout_o2_c2_m3,2,0.0,0,161.259356,40.73038696222223,roundabout,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006296428395653697,275.6759953830062,1,1.0,1,3,0,2,0,78,0.7577777777777778,450,sh_mpcc_dro_fallback,OK
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary_per_seed.csv,1,3.308711006159647,sh_mpcc_dro_fallback_shift_and_boost_straight_o2_c2_m3,2,0.0,1,177.991885,38.96564790797546,straight,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007661438121369324,261.6455631007051,1,1.0,1,3,0,2,0,77,0.7607361963190185,163,sh_mpcc_dro_fallback,OK
