test_suite,test_name,test_root,matrix_identity,source_artifact,attempted_rollouts,average_conservatism_m,case,classes,collision_rate,completed_rollouts,compute_max_ms,compute_mean_ms,environment,errors,expected_rollouts,failure_any_homotopy_geometrically_feasible_false_rollouts,failure_any_homotopy_geometrically_feasible_true_rollouts,failure_any_homotopy_geometrically_feasible_unknown_rollouts,failure_backup_available_false_rollouts,failure_backup_available_true_rollouts,failure_backup_available_unknown_rollouts,failure_backup_dro_failed_false_rollouts,failure_backup_dro_failed_true_rollouts,failure_backup_dro_failed_unknown_rollouts,failure_backup_removal_budget_exceeded_false_rollouts,failure_backup_removal_budget_exceeded_true_rollouts,failure_backup_removal_budget_exceeded_unknown_rollouts,failure_braking_collision_feasible_false_rollouts,failure_braking_collision_feasible_true_rollouts,failure_braking_collision_feasible_unknown_rollouts,failure_fallback_sampled_collision_feasible_false_rollouts,failure_fallback_sampled_collision_feasible_true_rollouts,failure_fallback_sampled_collision_feasible_unknown_rollouts,failure_last_qp_converged_false_rollouts,failure_last_qp_converged_true_rollouts,failure_last_qp_converged_unknown_rollouts,failure_other_rejection_rollouts,failure_sampled_collision_rollouts,failure_solver_nonconvergence_and_sampled_collision_rollouts,failure_solver_nonconvergence_rollouts,failure_sqp_sampled_collision_feasible_false_rollouts,failure_sqp_sampled_collision_feasible_true_rollouts,failure_sqp_sampled_collision_feasible_unknown_rollouts,failure_unknown_rollouts,max_conservatism_m,mean_control_effort,measured_rollouts,missed_mode_rate,missed_mode_rollouts,modes_per_class,no_admissible_control_rollouts,obstacles,pending_rollouts,sh_certification_rate,sh_decisions,solver_style
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,8.663083764642781,hybrid_fixed_radius_shift_and_boost_roundabout_o2_c2_m3,2,0.0,2,140.475849,33.79602168767909,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006361747743625634,205.56532631563937,2,1.0,2,3,0,2,0,0.8610315186246418,698,hybrid_fixed_radius
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.4525864668577175,hybrid_fixed_radius_shift_and_boost_straight_o2_c2_m3,2,0.0,2,202.960806,39.602459760252366,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007260897122536858,148.57265884083688,2,1.0,2,3,0,2,0,0.7318611987381703,317,hybrid_fixed_radius
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.375668344206225,hybrid_fixed_radius_standard_roundabout_o2_c2_m3,2,0.0,2,135.41302299999998,35.53881971021776,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006943442506025854,216.00754367282838,2,1.0,2,3,0,2,0,0.8559463986599665,597,hybrid_fixed_radius
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.4471823595703786,hybrid_fixed_radius_standard_straight_o2_c2_m3,2,0.0,2,204.262103,38.67992480191693,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006459307564017802,112.03786991767063,2,1.0,2,3,0,2,0,0.7571884984025559,313,hybrid_fixed_radius
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.063371819413522,hybrid_zero_one_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,154.42446700000002,36.69029688681758,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006389398068010754,230.84364813255038,2,0.0,0,3,0,2,0,0.8348868175765646,751,hybrid_zero_one
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.522936709055337,hybrid_zero_one_shift_and_boost_straight_o2_c2_m3,2,0.0,2,215.25497800000002,38.253068256493506,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006654320782032097,123.68749634508627,2,1.0,2,3,0,2,0,0.7532467532467533,308,hybrid_zero_one
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.402267103942548,hybrid_zero_one_standard_roundabout_o2_c2_m3,2,0.0,2,106.29834000000001,33.97364714165261,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006395937559795839,120.59305054559022,2,0.0,0,3,0,2,0,0.8735244519392917,593,hybrid_zero_one
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.371229909288318,hybrid_zero_one_standard_straight_o2_c2_m3,2,0.0,2,231.75728900000001,40.04736644375,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006959586607450552,180.25362501335627,2,1.0,2,3,0,2,0,0.759375,320,hybrid_zero_one
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.051656810543002,sh_mpcc_dro_fallback_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,161.259356,36.39283699731183,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006296428395653697,187.37755742574382,2,1.0,2,3,0,2,0,0.8293010752688172,744,sh_mpcc_dro_fallback
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.4743222911938547,sh_mpcc_dro_fallback_shift_and_boost_straight_o2_c2_m3,2,0.0,2,177.991885,38.835370768253966,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006663165564020912,197.0750293338104,2,1.0,2,3,0,2,0,0.7365079365079366,315,sh_mpcc_dro_fallback
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.361050108538086,sh_mpcc_dro_fallback_standard_roundabout_o2_c2_m3,2,0.0,2,128.73454800000002,32.523909016750416,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006450282646606853,163.98540216413417,2,1.0,2,3,0,2,0,0.8927973199329984,597,sh_mpcc_dro_fallback
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.2222734324966225,sh_mpcc_dro_fallback_standard_straight_o2_c2_m3,2,0.0,2,226.866762,42.40586156626506,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006716368933886052,237.9732351351027,2,1.0,2,3,0,2,0,0.7048192771084337,332,sh_mpcc_dro_fallback
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.051656810543002,sh_mpcc_dro_shift_and_boost_roundabout_o2_c2_m3,2,0.0,1,146.87560299999998,36.41975982930108,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006296428395653697,187.37755742574382,2,1.0,2,3,0,2,0,0.8293010752688172,744,sh_mpcc_dro
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.4743222911938547,sh_mpcc_dro_shift_and_boost_straight_o2_c2_m3,2,0.0,2,158.67494200000002,38.97611742857143,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006663165564020912,197.0750293338104,2,1.0,2,3,0,2,0,0.7365079365079366,315,sh_mpcc_dro
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.361050108538086,sh_mpcc_dro_standard_roundabout_o2_c2_m3,2,0.0,2,123.071448,32.5263379480737,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006450282646606853,163.98540216413417,2,1.0,2,3,0,2,0,0.8927973199329984,597,sh_mpcc_dro
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,1.7404410211689934,sh_mpcc_dro_standard_straight_o2_c2_m3,2,0.0,0,167.36834100000002,57.380979026086955,straight,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0.006716368933886052,127.49017147424962,2,1.0,2,3,2,2,0,0.4608695652173913,115,sh_mpcc_dro
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,8.75709467856187,sh_mpcc_resample_shift_and_boost_roundabout_o2_c2_m3,2,0.0,2,143.095343,31.737937640834577,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006059080704038267,116.79991968440419,2,0.0,0,3,0,2,0,0.8703427719821163,671,sh_mpcc_resample
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.4616074714874783,sh_mpcc_resample_shift_and_boost_straight_o2_c2_m3,2,0.0,2,267.985301,38.15548201257862,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660321064594338,238.21151824179685,2,0.0,0,3,0,2,0,0.7767295597484277,318,sh_mpcc_resample
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.42254215146964,sh_mpcc_resample_standard_roundabout_o2_c2_m3,2,0.0,2,127.82310199999999,32.900713299319726,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006385084734578439,144.95551229797576,2,0.0,0,3,0,2,0,0.8775510204081632,588,sh_mpcc_resample
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.349691542280954,sh_mpcc_resample_standard_straight_o2_c2_m3,2,0.0,2,119.422599,36.810647148606805,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006549258658140378,190.6233447366352,2,0.0,0,3,0,2,0,0.7616099071207431,323,sh_mpcc_resample
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,8.75709467856187,sh_mpcc_shift_and_boost_roundabout_o2_c2_m3,2,0.0,2,141.360434,32.29798211028316,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006059080704038267,116.79991968440419,2,0.0,0,3,0,2,0,0.8703427719821163,671,sh_mpcc
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.110574082985244,sh_mpcc_shift_and_boost_straight_o2_c2_m3,2,0.0,1,123.902422,38.88416869811321,straight,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.00660321064594338,160.97187070163312,2,0.0,0,3,1,2,0,0.7264150943396226,212,sh_mpcc
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,7.42254215146964,sh_mpcc_standard_roundabout_o2_c2_m3,2,0.0,2,132.34888,32.7974755170068,roundabout,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006385084734578439,144.95551229797576,2,0.0,0,3,0,2,0,0.8775510204081632,588,sh_mpcc
reviewer_matrix,reviewer-pilot,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot,069d5523f8e5d469a1173338e820661ec2a97c4ee2f617321f977dc5ca19df1a,/home/stephen/ros2_ws/src/DRO_SHMPCC/build-base/reviewer-pilot/summary.csv,2,3.349691542280954,sh_mpcc_standard_straight_o2_c2_m3,2,0.0,2,123.142709,38.07549784520124,straight,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006549258658140378,190.6233447366352,2,0.0,0,3,0,2,0,0.7616099071207431,323,sh_mpcc
